Mode,Expected Time,Actual Time,Correct Answers,Next Mode
1,750,211,5,2
0,300,211,5,1
2,1000,1433,2,1
2,1000,1740,4,1
1,750,1333,2,0
1,750,500,3,0
2,1000,370,4,2
1,750,1198,2,0
1,750,194,2,0
1,750,1400,2,0
2,1000,1568,1,1
2,1000,1103,2,1
2,1000,1716,3,1
0,300,298,2,0
2,1000,1510,1,1
0,300,119,5,1
1,750,1020,3,0
2,1000,1119,0,1
1,750,524,3,0
2,1000,198,5,2
2,1000,1842,2,1
1,750,222,4,2
1,750,336,5,2
2,1000,905,3,1
2,1000,1627,2,1
2,1000,1826,5,1
2,1000,923,3,1
2,1000,1995,4,1
1,750,964,5,1
1,750,1248,2,0
1,750,1325,5,0
1,750,736,5,2
2,1000,827,3,1
1,750,1374,5,0
0,300,194,4,1
2,1000,1087,0,1
2,1000,401,3,1
1,750,597,0,0
0,300,5,3,0
2,1000,45,5,2
1,750,55,3,0
1,750,662,0,0
1,750,1000,5,1
1,750,1356,1,0
1,750,648,0,0
2,1000,54,2,1
2,1000,354,2,1
2,1000,1618,2,1
0,300,457,4,0
1,750,617,0,0
0,300,393,2,0
2,1000,791,0,1
2,1000,614,5,2
0,300,256,0,0
2,1000,836,0,1
2,1000,1823,0,1
1,750,1425,0,0
0,300,132,4,1
2,1000,467,1,1
2,1000,1892,4,1
1,750,191,2,0
0,300,167,2,0
0,300,95,5,1
2,1000,1104,5,2
2,1000,1861,4,1
2,1000,481,5,2
2,1000,553,5,2
1,750,1114,2,0
2,1000,1705,0,1
2,1000,330,4,2
2,1000,1591,2,1
0,300,55,1,0
1,750,374,3,0
2,1000,730,0,1
2,1000,223,4,2
2,1000,1899,4,1
2,1000,1360,3,1
1,750,1450,1,0
2,1000,1052,2,1
2,1000,15,4,2
1,750,594,4,2
1,750,426,3,0
0,300,588,5,0
1,750,473,4,2
0,300,49,5,1
1,750,1141,4,0
1,750,179,3,0
2,1000,521,1,1
1,750,356,5,2
1,750,1383,0,0
2,1000,243,2,1
1,750,266,1,0
2,1000,35,0,1
2,1000,1375,0,1
2,1000,1167,1,1
2,1000,736,2,1
1,750,1143,5,0
0,300,138,2,0
1,750,1415,0,0
1,750,731,2,0
0,300,106,5,1
1,750,438,1,0
1,750,636,0,0
0,300,569,1,0
2,1000,1126,4,2
0,300,344,2,0
2,1000,266,5,2
2,1000,86,0,1
1,750,395,3,0
2,1000,485,5,2
1,750,854,4,1
1,750,410,0,0
1,750,1188,4,0
1,750,537,5,2
2,1000,776,1,1
0,300,103,2,0
1,750,1258,4,0
1,750,848,0,0
1,750,827,0,0
1,750,366,5,2
1,750,743,0,0
0,300,143,1,0
1,750,92,4,2
2,1000,1525,5,1
1,750,1020,0,0
1,750,1351,2,0
1,750,1294,2,0
2,1000,1123,0,1
1,750,235,5,2
2,1000,1708,1,1
1,750,968,0,0
2,1000,625,2,1
0,300,53,5,1
2,1000,1820,4,1
1,750,801,1,0
0,300,188,0,0
2,1000,813,5,2
1,750,104,1,0
2,1000,58,2,1
2,1000,952,1,1
2,1000,1748,4,1
2,1000,1370,0,1
1,750,1149,3,0
1,750,1462,4,0
2,1000,1462,4,2
1,750,44,4,2
1,750,1343,5,0
1,750,651,1,0
1,750,823,1,0
1,750,973,2,0
2,1000,1857,0,1
2,1000,236,0,1
1,750,1368,5,0
0,300,421,1,0
2,1000,436,2,1
1,750,1409,3,0
2,1000,1937,1,1
1,750,342,2,0
1,750,1036,3,0
1,750,408,3,0
2,1000,1655,2,1
2,1000,378,0,1
1,750,663,2,0
1,750,56,4,2
1,750,227,1,0
2,1000,191,5,2
2,1000,785,3,1
1,750,180,4,2
1,750,362,2,0
2,1000,1705,4,1
2,1000,1183,4,2
1,750,1080,3,0
1,750,896,4,1
2,1000,1133,3,1
1,750,641,4,2
2,1000,30,1,1
0,300,384,2,0
2,1000,706,5,2
1,750,983,1,0
1,750,890,5,1
2,1000,576,5,2
1,750,251,5,2
2,1000,458,1,1
1,750,77,3,0
2,1000,786,0,1
1,750,205,5,2
0,300,408,1,0
1,750,3,0,0
2,1000,841,3,1
1,750,947,0,0
0,300,478,5,0
0,300,562,0,0
2,1000,424,5,2
2,1000,1897,5,1
0,300,591,1,0
2,1000,896,2,1
2,1000,400,3,1
1,750,1467,1,0
2,1000,117,1,1
0,300,196,2,0
2,1000,77,5,2
0,300,84,3,0
2,1000,738,0,1
2,1000,120,4,2
2,1000,922,5,2
1,750,373,3,0
2,1000,696,3,1
1,750,623,4,2
1,750,1295,4,0
2,1000,1516,4,1
2,1000,1503,1,1
2,1000,1906,3,1
1,750,716,4,2
1,750,1123,3,0
1,750,889,2,0
2,1000,1266,3,1
1,750,1026,5,1
1,750,925,3,0
2,1000,1215,4,2
1,750,262,3,0
2,1000,861,5,2
1,750,1190,2,0
1,750,225,2,0
2,1000,425,0,1
0,300,299,2,0
2,1000,435,4,2
2,1000,524,2,1
1,750,976,0,0
2,1000,1561,3,1
1,750,603,5,2
2,1000,1257,3,1
1,750,214,5,2
0,300,562,3,0
1,750,1228,4,0
1,750,319,3,0
2,1000,205,0,1
2,1000,596,4,2
1,750,978,0,0
2,1000,225,0,1
2,1000,317,2,1
2,1000,1913,0,1
0,300,410,5,0
2,1000,785,5,2
2,1000,215,4,2
0,300,582,4,0
1,750,1211,4,0
0,300,528,4,0
2,1000,1163,3,1
2,1000,544,0,1
2,1000,1271,4,2
2,1000,946,0,1
2,1000,1159,5,2
0,300,268,2,0
1,750,37,0,0
2,1000,425,2,1
2,1000,899,4,2
1,750,325,3,0
1,750,1262,2,0
2,1000,406,0,1
1,750,1495,2,0
2,1000,1462,5,2
2,1000,123,5,2
2,1000,1638,0,1
2,1000,996,4,2
1,750,889,3,0
0,300,349,0,0
2,1000,1603,2,1
1,750,826,5,1
1,750,1028,0,0
2,1000,831,5,2
2,1000,1996,5,1
1,750,62,5,2
2,1000,342,1,1
1,750,844,4,1
0,300,572,5,0
2,1000,1798,5,1
2,1000,225,4,2
1,750,821,2,0
1,750,1059,0,0
1,750,1249,1,0
2,1000,569,2,1
0,300,124,0,0
1,750,1348,4,0
0,300,518,5,0
0,300,284,1,0
2,1000,1090,2,1
0,300,112,0,0
2,1000,1706,0,1
2,1000,1434,3,1
2,1000,1592,2,1
1,750,1225,2,0
1,750,276,1,0
2,1000,971,1,1
2,1000,54,5,2
2,1000,1323,2,1
0,300,523,3,0
2,1000,1364,4,2
1,750,1411,4,0
2,1000,509,5,2
1,750,801,2,0
0,300,599,0,0
1,750,174,4,2
1,750,1407,1,0
1,750,733,2,0
1,750,892,5,1
0,300,248,1,0
2,1000,1773,3,1
2,1000,933,4,2
0,300,32,1,0
0,300,411,1,0
0,300,551,2,0
2,1000,952,5,2
2,1000,1535,2,1
2,1000,1880,4,1
1,750,472,5,2
2,1000,251,0,1
1,750,993,0,0
1,750,1146,5,0
1,750,8,3,0
2,1000,1364,5,2
2,1000,907,4,2
1,750,1417,0,0
1,750,730,2,0
1,750,553,4,2
1,750,890,3,0
0,300,231,4,1
1,750,1150,2,0
1,750,101,3,0
1,750,234,2,0
0,300,542,5,0
0,300,123,4,1
2,1000,748,3,1
2,1000,1980,2,1
2,1000,75,1,1
1,750,747,5,2
1,750,555,0,0
2,1000,281,3,1
2,1000,1021,4,2
1,750,842,4,1
1,750,1233,2,0
2,1000,1759,5,1
1,750,67,1,0
0,300,22,0,0
1,750,655,1,0
0,300,242,0,0
1,750,676,3,0
1,750,1095,4,1
0,300,309,3,0
2,1000,955,4,2
1,750,233,5,2
1,750,635,5,2
1,750,544,4,2
2,1000,376,0,1
1,750,267,4,2
1,750,77,1,0
2,1000,441,2,1
2,1000,658,2,1
0,300,155,5,1
2,1000,36,2,1
2,1000,774,0,1
1,750,820,4,1
2,1000,1088,2,1
2,1000,939,4,2
1,750,817,2,0
1,750,942,2,0
1,750,514,1,0
2,1000,949,2,1
1,750,540,4,2
2,1000,1746,1,1
1,750,588,4,2
0,300,228,1,0
2,1000,882,1,1
1,750,1093,3,0
1,750,278,5,2
2,1000,170,0,1
2,1000,656,5,2
2,1000,115,2,1
2,1000,943,4,2
1,750,649,4,2
2,1000,500,5,2
0,300,228,4,1
0,300,134,3,0
2,1000,1236,1,1
1,750,28,4,2
1,750,1354,2,0
2,1000,415,2,1
0,300,492,0,0
2,1000,207,3,1
2,1000,873,4,2
1,750,38,1,0
2,1000,313,2,1
1,750,1157,1,0
1,750,1297,1,0
1,750,1369,2,0
0,300,154,2,0
2,1000,884,2,1
2,1000,970,4,2
1,750,887,2,0
1,750,1053,4,1
1,750,863,5,1
0,300,29,3,0
2,1000,1183,3,1
1,750,807,4,1
0,300,173,5,1
2,1000,1051,4,2
1,750,1310,3,0
2,1000,1273,0,1
1,750,1360,2,0
0,300,381,1,0
1,750,1091,0,0
0,300,3,3,0
1,750,1391,3,0
1,750,938,5,1
2,1000,1139,3,1
2,1000,1829,3,1
1,750,682,1,0
0,300,534,0,0
1,750,1162,0,0
1,750,856,3,0
2,1000,918,0,1
2,1000,1733,4,1
2,1000,787,1,1
2,1000,169,3,1
1,750,1398,0,0
1,750,593,0,0
1,750,648,2,0
2,1000,1243,3,1
0,300,343,1,0
2,1000,44,2,1
2,1000,73,2,1
2,1000,995,1,1
1,750,635,3,0
2,1000,1191,5,2
2,1000,841,0,1
1,750,746,3,0
2,1000,1080,2,1
1,750,946,4,1
1,750,92,0,0
0,300,104,2,0
0,300,11,3,0
1,750,32,2,0
2,1000,984,5,2
1,750,731,0,0
2,1000,1887,2,1
1,750,154,2,0
2,1000,1835,3,1
2,1000,916,0,1
1,750,1036,5,1
2,1000,1737,2,1
2,1000,1901,0,1
2,1000,71,1,1
2,1000,712,5,2
1,750,347,5,2
2,1000,261,2,1
0,300,568,1,0
2,1000,849,0,1
1,750,141,2,0
2,1000,1008,4,2
2,1000,525,4,2
1,750,561,0,0
2,1000,1820,3,1
0,300,505,3,0
2,1000,155,0,1
2,1000,1390,1,1
2,1000,29,5,2
2,1000,804,2,1
1,750,1121,2,0
2,1000,550,0,1
0,300,258,4,1
1,750,467,1,0
1,750,66,1,0
1,750,393,0,0
1,750,210,4,2
0,300,34,0,0
0,300,475,4,0
0,300,249,1,0
1,750,1389,2,0
1,750,1020,4,1
2,1000,115,5,2
0,300,320,1,0
2,1000,1209,4,2
0,300,442,0,0
1,750,1008,4,1
1,750,882,2,0
2,1000,1858,4,1
1,750,1093,1,0
1,750,13,1,0
2,1000,1868,4,1
1,750,801,5,1
2,1000,1134,2,1
1,750,542,2,0
1,750,938,3,0
2,1000,412,3,1
1,750,1350,1,0
2,1000,957,0,1
0,300,472,5,0
2,1000,615,2,1
0,300,599,3,0
2,1000,872,0,1
0,300,503,0,0
2,1000,716,0,1
2,1000,1283,0,1
2,1000,418,3,1
1,750,756,0,0
2,1000,144,3,1
1,750,433,0,0
2,1000,697,2,1
2,1000,1443,0,1
1,750,886,4,1
0,300,87,3,0
1,750,757,2,0
2,1000,636,5,2
1,750,1445,2,0
1,750,1176,0,0
2,1000,420,0,1
0,300,85,3,0
0,300,217,5,1
1,750,1388,4,0
2,1000,1936,1,1
2,1000,105,0,1
0,300,451,2,0
2,1000,1928,3,1
1,750,737,1,0
1,750,1056,5,1
1,750,1237,3,0
2,1000,1039,5,2
2,1000,1006,4,2
2,1000,693,2,1
0,300,118,2,0
1,750,149,1,0
2,1000,885,5,2
2,1000,1636,3,1
2,1000,1049,4,2
0,300,340,2,0
2,1000,1270,0,1
1,750,654,3,0
1,750,111,5,2
2,1000,1877,2,1
2,1000,1004,0,1
2,1000,77,4,2
0,300,58,5,1
2,1000,698,1,1
1,750,1446,4,0
2,1000,636,3,1
2,1000,1679,2,1
0,300,532,5,0
1,750,156,0,0
2,1000,1938,2,1
1,750,168,3,0
2,1000,610,5,2
2,1000,902,2,1
2,1000,1615,5,1
0,300,217,3,0
1,750,1462,5,0
1,750,269,4,2
2,1000,210,4,2
2,1000,1919,5,1
2,1000,342,4,2
0,300,508,3,0
2,1000,1670,2,1
1,750,136,3,0
0,300,428,2,0
1,750,660,0,0
2,1000,1449,2,1
1,750,1272,0,0
1,750,435,2,0
2,1000,1375,5,2
2,1000,498,1,1
2,1000,1275,4,2
2,1000,725,0,1
2,1000,235,5,2
0,300,575,1,0
1,750,1393,4,0
2,1000,1453,3,1
2,1000,571,0,1
2,1000,1367,1,1
1,750,787,3,0
1,750,1094,3,0
0,300,150,3,0
0,300,46,0,0
2,1000,23,2,1
2,1000,172,5,2
2,1000,464,4,2
2,1000,212,2,1
1,750,1463,2,0
1,750,782,2,0
1,750,572,2,0
1,750,1124,0,0
2,1000,645,2,1
1,750,1363,1,0
2,1000,227,1,1
1,750,929,4,1
2,1000,970,0,1
2,1000,1481,4,2
0,300,317,1,0
2,1000,1742,5,1
1,750,1428,3,0
2,1000,197,1,1
2,1000,18,4,2
2,1000,810,4,2
0,300,316,1,0
2,1000,57,2,1
2,1000,355,4,2
1,750,1178,0,0
1,750,906,5,1
1,750,810,0,0
1,750,478,2,0
2,1000,607,5,2
1,750,46,2,0
2,1000,1855,1,1
2,1000,522,4,2
1,750,1387,3,0
1,750,41,1,0
2,1000,1965,2,1
2,1000,438,2,1
2,1000,1904,2,1
1,750,1301,3,0
2,1000,877,1,1
1,750,317,3,0
2,1000,1349,2,1
1,750,1477,1,0
1,750,405,3,0
0,300,144,4,1
1,750,470,5,2
1,750,416,1,0
2,1000,1217,4,2
2,1000,720,1,1
2,1000,1026,4,2
0,300,9,4,1
2,1000,1404,3,1
2,1000,918,1,1
1,750,1003,5,1
1,750,1251,4,0
1,750,254,2,0
1,750,168,4,2
1,750,148,0,0
0,300,193,5,1
2,1000,261,5,2
1,750,624,1,0
1,750,1051,2,0
2,1000,1401,3,1
2,1000,1880,1,1
2,1000,522,1,1
1,750,650,0,0
1,750,1382,4,0
2,1000,1300,4,2
1,750,997,0,0
1,750,128,2,0
1,750,381,3,0
2,1000,75,3,1
1,750,1039,2,0
2,1000,911,3,1
0,300,356,2,0
1,750,1083,1,0
2,1000,385,4,2
1,750,709,1,0
1,750,299,3,0
2,1000,1905,1,1
0,300,250,3,0
1,750,1431,5,0
1,750,191,5,2
2,1000,516,0,1
0,300,549,4,0
2,1000,1402,5,2
1,750,680,5,2
1,750,908,1,0
2,1000,821,3,1
1,750,512,5,2
2,1000,1833,4,1
0,300,460,0,0
2,1000,1577,0,1
0,300,157,4,1
1,750,240,0,0
2,1000,699,3,1
0,300,48,4,1
1,750,1072,3,0
2,1000,1558,5,1
2,1000,1658,5,1
1,750,505,4,2
2,1000,65,2,1
1,750,836,4,1
1,750,425,4,2
2,1000,1047,1,1
2,1000,1045,2,1
1,750,444,0,0
1,750,622,1,0
1,750,647,2,0
2,1000,1341,0,1
2,1000,1078,0,1
2,1000,562,5,2
0,300,84,2,0
0,300,246,1,0
0,300,305,4,0
2,1000,1180,0,1
2,1000,1411,1,1
1,750,16,4,2
2,1000,880,3,1
2,1000,1357,4,2
2,1000,1430,0,1
2,1000,1869,5,1
2,1000,1713,0,1
0,300,376,0,0
2,1000,129,3,1
0,300,254,4,1
2,1000,857,1,1
0,300,221,1,0
1,750,199,2,0
1,750,431,5,2
0,300,100,3,0
1,750,187,5,2
1,750,272,5,2
1,750,822,1,0
2,1000,882,4,2
2,1000,1453,1,1
2,1000,223,5,2
2,1000,1091,4,2
2,1000,1424,5,2
2,1000,173,1,1
0,300,32,5,1
2,1000,1074,3,1
0,300,546,5,0
1,750,70,0,0
0,300,468,4,0
2,1000,1684,4,1
2,1000,254,4,2
1,750,1122,4,1
1,750,12,4,2
2,1000,137,0,1
2,1000,394,4,2
0,300,497,4,0
2,1000,1775,0,1
2,1000,276,2,1
2,1000,173,4,2
2,1000,1183,0,1
2,1000,1436,1,1
2,1000,1870,2,1
2,1000,1355,2,1
1,750,698,2,0
1,750,1453,0,0
2,1000,862,5,2
2,1000,675,4,2
2,1000,1890,4,1
1,750,1271,4,0
2,1000,59,3,1
2,1000,1534,5,1
1,750,184,5,2
2,1000,1391,5,2
2,1000,1724,4,1
2,1000,1369,1,1
2,1000,595,3,1
2,1000,1496,2,1
2,1000,281,5,2
1,750,568,3,0
0,300,267,5,1
1,750,965,2,0
2,1000,73,4,2
1,750,733,3,0
2,1000,983,2,1
2,1000,1342,1,1
0,300,133,4,1
1,750,840,2,0
1,750,96,1,0
2,1000,717,2,1
2,1000,1291,0,1
1,750,252,0,0
0,300,8,4,1
2,1000,48,2,1
2,1000,1649,0,1
1,750,318,1,0
0,300,446,0,0
1,750,1017,1,0
0,300,106,1,0
0,300,370,1,0
2,1000,1517,1,1
2,1000,1125,2,1
1,750,1443,3,0
2,1000,1165,5,2
1,750,519,1,0
2,1000,1397,3,1
0,300,567,3,0
2,1000,1999,4,1
1,750,503,2,0
2,1000,465,2,1
0,300,298,4,1
1,750,1138,2,0
1,750,56,5,2
2,1000,1447,5,2
2,1000,1396,5,2
2,1000,847,3,1
1,750,19,5,2
2,1000,1143,5,2
2,1000,1953,1,1
2,1000,1681,0,1
0,300,271,4,1
2,1000,377,2,1
0,300,405,5,0
2,1000,4,2,1
1,750,590,1,0
0,300,353,0,0
1,750,332,4,2
1,750,1458,5,0
2,1000,948,4,2
1,750,910,3,0
2,1000,1951,1,1
1,750,1092,2,0
2,1000,842,3,1
1,750,1250,3,0
1,750,1390,4,0
1,750,1053,2,0
0,300,427,4,0
1,750,894,0,0
1,750,385,3,0
1,750,1101,4,1
1,750,629,4,2
2,1000,1910,2,1
1,750,354,1,0
1,750,548,5,2
2,1000,667,2,1
1,750,96,4,2
2,1000,196,2,1
1,750,3,5,2
2,1000,1220,0,1
1,750,1161,3,0
2,1000,171,0,1
1,750,658,2,0
2,1000,1350,1,1
2,1000,705,1,1
2,1000,1543,4,1
2,1000,434,4,2
1,750,1274,5,0
2,1000,1328,4,2
2,1000,294,4,2
1,750,251,0,0
2,1000,298,5,2
2,1000,745,2,1
2,1000,760,0,1
0,300,142,0,0
1,750,623,2,0
2,1000,1751,1,1
1,750,687,0,0
1,750,1033,5,1
2,1000,465,3,1
2,1000,1788,3,1
0,300,578,5,0
1,750,453,0,0
1,750,729,5,2
1,750,829,1,0
2,1000,1454,1,1
1,750,204,1,0
1,750,1128,5,0
1,750,331,3,0
1,750,195,4,2
2,1000,1787,0,1
2,1000,1475,1,1
2,1000,873,5,2
2,1000,680,5,2
1,750,418,5,2
0,300,334,3,0
0,300,421,3,0
2,1000,1879,1,1
2,1000,746,5,2
2,1000,254,0,1
2,1000,1949,3,1
1,750,742,5,2
2,1000,44,1,1
2,1000,601,3,1
1,750,12,1,0
2,1000,376,5,2
2,1000,665,4,2
2,1000,1064,3,1
1,750,681,5,2
1,750,249,1,0
2,1000,809,5,2
1,750,1201,4,0
1,750,99,0,0
1,750,51,3,0
1,750,1319,3,0
1,750,3,2,0
2,1000,528,5,2
2,1000,1984,5,1
2,1000,1989,4,1
1,750,953,1,0
1,750,1269,1,0
2,1000,555,3,1
2,1000,1407,1,1
2,1000,462,2,1
1,750,1276,1,0
2,1000,356,3,1
2,1000,991,4,2
2,1000,162,4,2
1,750,734,1,0
2,1000,367,0,1
2,1000,63,2,1
2,1000,216,4,2
0,300,153,4,1
0,300,95,4,1
2,1000,1909,2,1
2,1000,1043,4,2
1,750,251,2,0
2,1000,1969,1,1
1,750,137,2,0
2,1000,1185,1,1
2,1000,539,5,2
2,1000,1791,3,1
0,300,173,4,1
2,1000,1714,3,1
2,1000,1681,3,1
2,1000,754,0,1
2,1000,1948,0,1
2,1000,967,5,2
2,1000,968,5,2
2,1000,1864,0,1
2,1000,243,5,2
2,1000,1616,1,1
1,750,1296,2,0
2,1000,1674,0,1
0,300,390,3,0
1,750,1314,1,0
2,1000,1790,0,1
2,1000,14,4,2
2,1000,692,1,1
1,750,993,2,0
0,300,520,2,0
2,1000,1233,2,1
1,750,767,1,0
2,1000,898,4,2
2,1000,638,5,2
1,750,1169,4,0
2,1000,322,0,1
0,300,389,3,0
2,1000,702,4,2
1,750,668,4,2
1,750,304,3,0
1,750,460,0,0
2,1000,428,0,1
1,750,746,1,0
2,1000,949,1,1
0,300,263,5,1
2,1000,1845,3,1
1,750,1342,5,0
1,750,1285,4,0
0,300,365,3,0
1,750,1054,2,0
2,1000,1498,0,1
0,300,570,4,0
1,750,273,0,0
2,1000,650,1,1
2,1000,234,1,1
2,1000,327,4,2
1,750,988,0,0
2,1000,245,2,1
1,750,1072,0,0
1,750,529,0,0
1,750,989,1,0
0,300,60,2,0
2,1000,1988,4,1
2,1000,1983,1,1
2,1000,795,2,1
2,1000,1236,5,2
2,1000,1629,5,1
2,1000,1637,1,1
2,1000,154,3,1
2,1000,888,5,2
1,750,510,1,0
2,1000,480,1,1
2,1000,227,2,1
2,1000,1632,0,1
1,750,1223,2,0
1,750,831,4,1
2,1000,808,2,1
2,1000,1829,2,1
2,1000,678,4,2
2,1000,1802,0,1
1,750,492,5,2
2,1000,1538,4,1
0,300,336,4,0
2,1000,1549,2,1
1,750,516,1,0
1,750,782,4,1
2,1000,1315,0,1
2,1000,837,3,1
1,750,633,0,0
2,1000,210,0,1
1,750,257,3,0
1,750,383,1,0
1,750,962,5,1
2,1000,660,4,2
2,1000,184,5,2
1,750,179,4,2
2,1000,1977,4,1
1,750,384,0,0
2,1000,1258,3,1
1,750,768,2,0
1,750,1158,4,0
1,750,436,0,0
0,300,537,0,0
2,1000,100,4,2
1,750,280,5,2
1,750,502,3,0
1,750,1427,0,0
1,750,1188,0,0
2,1000,1854,1,1
1,750,570,3,0
2,1000,362,4,2
1,750,867,3,0
2,1000,1697,1,1
2,1000,1215,5,2
0,300,583,5,0
2,1000,1957,4,1
1,750,466,2,0
1,750,759,4,1
2,1000,111,5,2
0,300,117,3,0
1,750,1353,3,0
2,1000,1972,5,1
0,300,258,1,0
2,1000,449,3,1
0,300,294,0,0
2,1000,604,1,1
2,1000,1602,0,1
2,1000,871,2,1
0,300,256,2,0
2,1000,1155,0,1
2,1000,725,3,1
2,1000,1587,4,1
1,750,1018,0,0
2,1000,274,4,2
2,1000,379,5,2
2,1000,1570,3,1
2,1000,1050,3,1
2,1000,1438,3,1
1,750,819,0,0
1,750,1276,3,0
2,1000,1591,5,1
0,300,312,1,0
1,750,212,4,2
1,750,932,4,1
1,750,1391,1,0
1,750,240,2,0
2,1000,106,0,1
2,1000,1527,4,1
2,1000,70,0,1
1,750,1350,4,0
2,1000,998,0,1
0,300,123,5,1
1,750,1311,4,0
2,1000,276,1,1
2,1000,353,1,1
2,1000,672,2,1
1,750,1204,0,0
2,1000,763,3,1
1,750,900,1,0
2,1000,473,5,2
2,1000,1238,4,2
2,1000,1004,5,2
1,750,330,1,0
2,1000,1837,1,1
1,750,991,0,0
2,1000,527,5,2
1,750,245,4,2
1,750,1243,3,0
1,750,1426,1,0
1,750,828,0,0
2,1000,345,0,1
2,1000,530,0,1
0,300,206,1,0
1,750,1244,5,0
2,1000,1266,0,1
2,1000,234,2,1
1,750,76,3,0
0,300,85,2,0
2,1000,1946,1,1
0,300,540,0,0
2,1000,704,1,1
2,1000,1143,0,1
0,300,216,5,1
2,1000,1849,5,1
1,750,369,1,0
2,1000,1821,0,1
2,1000,83,2,1
2,1000,436,3,1
2,1000,1575,0,1
0,300,564,4,0
1,750,1066,5,1
1,750,457,2,0
2,1000,1341,5,2
1,750,478,5,2
2,1000,54,1,1
1,750,909,3,0
2,1000,1527,0,1
2,1000,541,2,1
2,1000,1164,0,1
2,1000,1393,2,1
1,750,596,4,2
2,1000,1036,0,1
2,1000,306,3,1
1,750,502,0,0
2,1000,314,4,2
1,750,411,4,2
2,1000,1921,3,1
0,300,197,3,0
1,750,93,0,0
2,1000,1052,0,1
2,1000,1329,3,1
1,750,379,4,2
1,750,775,3,0
1,750,1099,4,1
2,1000,788,2,1
1,750,48,5,2
2,1000,689,4,2
2,1000,1223,2,1
2,1000,824,1,1
2,1000,137,3,1
2,1000,1725,3,1
2,1000,450,4,2
2,1000,951,5,2
2,1000,1395,0,1
1,750,1195,4,0
0,300,537,4,0
2,1000,1018,5,2
2,1000,35,5,2
0,300,558,4,0
2,1000,434,5,2
2,1000,1950,0,1
1,750,351,2,0
2,1000,755,4,2
2,1000,1011,3,1
0,300,109,4,1
1,750,495,0,0
1,750,690,0,0
2,1000,1219,1,1
1,750,1279,2,0
2,1000,1584,3,1
1,750,1012,1,0
2,1000,1658,1,1
2,1000,1334,1,1
1,750,907,3,0
2,1000,1884,5,1
1,750,1407,3,0
0,300,309,0,0
2,1000,1127,5,2
1,750,171,2,0
0,300,599,1,0
1,750,952,5,1
2,1000,580,4,2
2,1000,518,1,1
0,300,589,1,0
2,1000,27,5,2
2,1000,109,2,1
0,300,558,1,0
1,750,1140,2,0
1,750,1177,5,0
0,300,69,2,0
1,750,992,1,0
1,750,309,1,0
0,300,303,3,0
0,300,517,1,0
1,750,1004,1,0
1,750,408,4,2
2,1000,1535,1,1
0,300,306,0,0
2,1000,1068,4,2
2,1000,1288,4,2
2,1000,1184,2,1
1,750,600,4,2
2,1000,1186,2,1
1,750,1072,5,1
2,1000,803,2,1
2,1000,1918,4,1
0,300,89,3,0
2,1000,1493,2,1
2,1000,1719,2,1
1,750,1234,0,0
2,1000,165,4,2
2,1000,515,3,1
1,750,294,5,2
1,750,772,4,1
1,750,1371,0,0
2,1000,64,1,1
1,750,1199,3,0
0,300,221,3,0
2,1000,1801,1,1
2,1000,1391,0,1
2,1000,291,3,1
2,1000,72,0,1
1,750,1082,5,1
1,750,697,5,2
1,750,1155,4,0
2,1000,589,3,1
2,1000,977,5,2
1,750,417,2,0
1,750,1278,2,0
1,750,1095,3,0
1,750,1315,3,0
1,750,3,1,0
2,1000,117,4,2
2,1000,499,1,1
1,750,349,3,0
1,750,870,1,0
2,1000,442,5,2
0,300,390,0,0
2,1000,873,3,1
2,1000,1412,2,1
0,300,90,2,0
1,750,1032,0,0
2,1000,1074,5,2
0,300,381,4,0
0,300,150,0,0
2,1000,1416,5,2
2,1000,1841,4,1
1,750,582,1,0
2,1000,1151,2,1
1,750,1181,0,0
2,1000,1254,1,1
2,1000,1255,4,2
2,1000,426,2,1
0,300,241,0,0
2,1000,1800,5,1
1,750,1211,1,0
0,300,230,1,0
1,750,263,0,0
2,1000,635,5,2
2,1000,737,5,2
2,1000,1783,0,1
1,750,203,5,2
1,750,1111,2,0
2,1000,1485,4,2
2,1000,912,3,1
2,1000,138,0,1
0,300,284,4,1
1,750,656,1,0
2,1000,255,3,1
2,1000,926,3,1
0,300,25,0,0
2,1000,366,4,2
0,300,73,2,0
1,750,1356,3,0
2,1000,1291,3,1
1,750,224,3,0
1,750,1300,3,0
1,750,55,4,2
2,1000,767,4,2
2,1000,1974,5,1
0,300,216,3,0
1,750,414,4,2
2,1000,248,0,1
1,750,1263,4,0
1,750,1461,4,0
2,1000,1757,5,1
2,1000,1362,1,1
2,1000,681,2,1
2,1000,1443,4,2
2,1000,492,4,2
2,1000,195,2,1
1,750,940,3,0
1,750,680,4,2
1,750,33,1,0
2,1000,1737,4,1
2,1000,1031,5,2
2,1000,739,1,1
2,1000,662,0,1
0,300,575,2,0
2,1000,417,3,1
2,1000,562,4,2
0,300,268,0,0
1,750,1336,4,0
1,750,852,5,1
0,300,518,0,0
2,1000,1239,0,1
2,1000,1141,0,1
2,1000,111,2,1
2,1000,1880,0,1
1,750,432,3,0
2,1000,379,3,1
2,1000,690,3,1
0,300,175,0,0
1,750,754,1,0
0,300,472,2,0
2,1000,533,4,2
1,750,132,3,0
2,1000,672,0,1
2,1000,1281,2,1
1,750,1084,3,0
2,1000,1628,2,1
2,1000,1010,1,1
2,1000,1071,1,1
2,1000,1742,3,1
1,750,83,1,0
1,750,558,2,0
